#,Event: UUID,Event: Title,Event: Subtitle,Event: SubSubtitle,Event: InfoShort,Event: InfoLong,Competition: Title,Competition: GUID_C,Competition: SexCategory,Competition: Discipline,Stage: Kind,Group #,Performance #,Performance: Ranked,Performance: Rank_G,Performance: Description,Performance: Qualification_G,Performance: QualificationCategory_G,Performance: MarkTTT_G,Performance: Team,Performance: NumberInTeam,Performance: TeamMarkTTT_G,Performance: TeamRank_G,Performance: Discipline,Athlete #,Person: GUID,Person: ExternalID,Person: Surname,Person: GivenName,Person: Patronymic,Person: Representing,Athlete: DateOfBirth,Athlete: Sex,Routine type,Routine #,Frame: State,Frame: SubState,Frame: LastStartTime_G,Frame: LastFinishTime_G,Frame: SJComment,Frame: IsTeamscore,Frame: Qualification,Frame: EAPenTTT_G,Frame: ETPenTTT_G,Frame: PenaltyTT_G,Frame: EMarkTTT_G,Frame: AMarkTTT_G,Frame: DAMarkTT_G,Frame: DBMarkTT_G,Frame: DMarkTT_G,Frame: TMarkTTT_G,Frame: Rank_G,Frame: Qualification_G
1,2a33252a-833d-452d-7ae2-de031f1771b8,6.º Torneio de Ginástica Rítmica - CRP 2024,Clube Recreativo Piedense,,,,Juniores 1.ª Divisão - 2010,,,IND,All-Around,1,1,TRUE,3,,,40000,64.000,0,0,0.000,99,IND,1,,0,SIMÕES,Filipa,,CNM,01/01/0001,,-,1,,,0001-01-01 00:00:00 +0000,0001-01-01 00:00:00 +0000,,FALSE,,0.000,0.000,0.00,0.000,0.000,0.00,0.00,0.00,0.000,1,
2,2a33252a-833d-452d-7ae2-de031f1771b8,6.º Torneio de Ginástica Rítmica - CRP 2024,Clube Recreativo Piedense,,,,Juniores 1.ª Divisão - 2010,,,IND,All-Around,1,1,TRUE,3,,,40000,64.000,0,0,0.000,99,IND,1,,0,SIMÕES,Filipa,,CNM,01/01/0001,,Ball,2,PUBLISHED,,2024-02-03 10:06:39.3889973 +0000,2024-02-03 10:12:33.2489471 +0000,,FALSE,,3.100,2.600,0.00,7.400,6.900,3.00,5.50,8.50,22.800,2,
3,2a33252a-833d-452d-7ae2-de031f1771b8,6.º Torneio de Ginástica Rítmica - CRP 2024,Clube Recreativo Piedense,,,,Juniores 1.ª Divisão - 2010,,,IND,All-Around,1,1,TRUE,3,,,40000,64.000,0,0,0.000,99,IND,1,,0,SIMÕES,Filipa,,CNM,01/01/0001,,Clubs,3,PUBLISHED,,2024-02-03 10:33:55.9350452 +0000,2024-02-03 10:33:56.9964464 +0000,,FALSE,,3.000,3.600,0.00,6.400,7.000,3.40,3.80,7.20,20.600,4,
4,2a33252a-833d-452d-7ae2-de031f1771b8,6.º Torneio de Ginástica Rítmica - CRP 2024,Clube Recreativo Piedense,,,,Juniores 1.ª Divisão - 2010,,,IND,All-Around,1,1,TRUE,3,,,40000,64.000,0,0,0.000,99,IND,1,,0,SIMÕES,Filipa,,CNM,01/01/0001,,Ribbon,4,PUBLISHED,,2024-02-03 10:52:44.9467088 +0000,2024-02-03 10:52:45.8965432 +0000,,FALSE,,3.700,3.500,0.00,6.500,6.300,2.60,5.20,7.80,20.600,2,
5,2a33252a-833d-452d-7ae2-de031f1771b8,6.º Torneio de Ginástica Rítmica - CRP 2024,Clube Recreativo Piedense,,,,Juniores 1.ª Divisão - 2010,,,IND,All-Around,1,1,TRUE,3,,,40000,64.000,0,0,0.000,99,IND,1,,0,SIMÕES,Filipa,,CNM,01/01/0001,,,5,,,0001-01-01 00:00:00 +0000,0001-01-01 00:00:00 +0000,,FALSE,,0.000,0.000,0.00,0.000,0.000,0.00,0.00,0.00,0.000,1,
6,2a33252a-833d-452d-7ae2-de031f1771b8,6.º Torneio de Ginástica Rítmica - CRP 2024,Clube Recreativo Piedense,,,,Juniores 1.ª Divisão - 2010,,,IND,All-Around,1,1,TRUE,3,,,40000,64.000,0,0,0.000,99,IND,1,,0,SIMÕES,Filipa,,CNM,01/01/0001,,,6,,,0001-01-01 00:00:00 +0000,0001-01-01 00:00:00 +0000,,FALSE,,0.000,0.000,0.00,0.000,0.000,0.00,0.00,0.00,0.000,1,
7,2a33252a-833d-452d-7ae2-de031f1771b8,6.º Torneio de Ginástica Rítmica - CRP 2024,Clube Recreativo Piedense,,,,Juniores 1.ª Divisão - 2010,,,IND,All-Around,1,1,TRUE,3,,,40000,64.000,0,0,0.000,99,IND,1,,0,SIMÕES,Filipa,,CNM,01/01/0001,,,7,,,0001-01-01 00:00:00 +0000,0001-01-01 00:00:00 +0000,,FALSE,,0.000,0.000,0.00,0.000,0.000,0.00,0.00,0.00,0.000,1,
8,2a33252a-833d-452d-7ae2-de031f1771b8,6.º Torneio de Ginástica Rítmica - CRP 2024,Clube Recreativo Piedense,,,,Juniores 1.ª Divisão - 2010,,,IND,All-Around,1,1,TRUE,3,,,40000,64.000,0,0,0.000,99,IND,1,,0,SIMÕES,Filipa,,CNM,01/01/0001,,,8,,,0001-01-01 00:00:00 +0000,0001-01-01 00:00:00 +0000,,FALSE,,0.000,0.000,0.00,0.000,0.000,0.00,0.00,0.00,0.000,1,
9,2a33252a-833d-452d-7ae2-de031f1771b8,6.º Torneio de Ginástica Rítmica - CRP 2024,Clube Recreativo Piedense,,,,Juniores 1.ª Divisão - 2010,,,IND,All-Around,1,1,TRUE,3,,,40000,64.000,0,0,0.000,99,IND,1,,0,SIMÕES,Filipa,,CNM,01/01/0001,,,9,,,0001-01-01 00:00:00 +0000,0001-01-01 00:00:00 +0000,,FALSE,,0.000,0.000,0.00,0.000,0.000,0.00,0.00,0.00,0.000,1,
10,2a33252a-833d-452d-7ae2-de031f1771b8,6.º Torneio de Ginástica Rítmica - CRP 2024,Clube Recreativo Piedense,,,,Juniores 1.ª Divisão - 2010,,,IND,All-Around,1,1,TRUE,3,,,40000,64.000,0,0,0.000,99,IND,1,,0,SIMÕES,Filipa,,CNM,01/01/0001,,,10,,,0001-01-01 00:00:00 +0000,0001-01-01 00:00:00 +0000,,FALSE,,0.000,0.000,0.00,0.000,0.000,0.00,0.00,0.00,0.000,1,
11,2a33252a-833d-452d-7ae2-de031f1771b8,6.º Torneio de Ginástica Rítmica - CRP 2024,Clube Recreativo Piedense,,,,Juniores 1.ª Divisão - 2010,,,IND,All-Around,1,1,TRUE,3,,,40000,64.000,0,0,0.000,99,IND,1,,0,SIMÕES,Filipa,,CNM,01/01/0001,,,11,,,0001-01-01 00:00:00 +0000,0001-01-01 00:00:00 +0000,,FALSE,,0.000,0.000,0.00,0.000,0.000,0.00,0.00,0.00,0.000,1,
12,2a33252a-833d-452d-7ae2-de031f1771b8,6.º Torneio de Ginástica Rítmica - CRP 2024,Clube Recreativo Piedense,,,,Juniores 1.ª Divisão - 2010,,,IND,All-Around,1,1,TRUE,3,,,40000,64.000,0,0,0.000,99,IND,1,,0,SIMÕES,Filipa,,CNM,01/01/0001,,,12,,,0001-01-01 00:00:00 +0000,0001-01-01 00:00:00 +0000,,FALSE,,0.000,0.000,0.00,0.000,0.000,0.00,0.00,0.00,0.000,1,
13,2a33252a-833d-452d-7ae2-de031f1771b8,6.º Torneio de Ginástica Rítmica - CRP 2024,Clube Recreativo Piedense,,,,Juniores 1.ª Divisão - 2010,,,IND,All-Around,1,2,TRUE,4,,,40000,62.200,0,0,0.000,99,IND,1,,0,MARQUES,Madalena,,SAD,01/01/0001,,-,1,,,0001-01-01 00:00:00 +0000,0001-01-01 00:00:00 +0000,,FALSE,,0.000,0.000,0.00,0.000,0.000,0.00,0.00,0.00,0.000,1,
14,2a33252a-833d-452d-7ae2-de031f1771b8,6.º Torneio de Ginástica Rítmica - CRP 2024,Clube Recreativo Piedense,,,,Juniores 1.ª Divisão - 2010,,,IND,All-Around,1,2,TRUE,4,,,40000,62.200,0,0,0.000,99,IND,1,,0,MARQUES,Madalena,,SAD,01/01/0001,,Ball,2,PUBLISHED,,2024-02-03 10:55:13.8331344 +0000,2024-02-03 10:55:14.6648733 +0000,,FALSE,,3.600,2.800,0.00,7.200,6.400,4.50,4.50,9.00,22.600,3,
15,2a33252a-833d-452d-7ae2-de031f1771b8,6.º Torneio de Ginástica Rítmica - CRP 2024,Clube Recreativo Piedense,,,,Juniores 1.ª Divisão - 2010,,,IND,All-Around,1,2,TRUE,4,,,40000,62.200,0,0,0.000,99,IND,1,,0,MARQUES,Madalena,,SAD,01/01/0001,,Clubs,3,PUBLISHED,,2024-02-03 10:17:26.1643192 +0000,2024-02-03 10:17:27.3606824 +0000,,FALSE,,2.800,3.600,0.00,6.400,7.200,2.60,4.80,7.40,21.000,3,
16,2a33252a-833d-452d-7ae2-de031f1771b8,6.º Torneio de Ginástica Rítmica - CRP 2024,Clube Recreativo Piedense,,,,Juniores 1.ª Divisão - 2010,,,IND,All-Around,1,2,TRUE,4,,,40000,62.200,0,0,0.000,99,IND,1,,0,MARQUES,Madalena,,SAD,01/01/0001,,Ribbon,4,PUBLISHED,,2024-02-03 10:35:42.4038403 +0000,2024-02-03 10:35:43.1981357 +0000,,FALSE,,3.700,4.000,0.00,6.000,6.300,2.60,3.70,6.30,18.600,4,
17,2a33252a-833d-452d-7ae2-de031f1771b8,6.º Torneio de Ginástica Rítmica - CRP 2024,Clube Recreativo Piedense,,,,Juniores 1.ª Divisão - 2010,,,IND,All-Around,1,2,TRUE,4,,,40000,62.200,0,0,0.000,99,IND,1,,0,MARQUES,Madalena,,SAD,01/01/0001,,,5,,,0001-01-01 00:00:00 +0000,0001-01-01 00:00:00 +0000,,FALSE,,0.000,0.000,0.00,0.000,0.000,0.00,0.00,0.00,0.000,1,
