#,Event: UUID,Event: Title,Event: Subtitle,Event: SubSubtitle,Event: InfoShort,Event: InfoLong,Competition: Title,Competition: GUID_C,Competition: SexCategory,Competition: Discipline,Stage: Kind,Group #,Performance #,Performance: Ranked,Performance: Rank_G,Performance: Description,Performance: Qualification_G,Performance: QualificationCategory_G,Performance: MarkTTT_G,Performance: Team,Performance: NumberInTeam,Performance: TeamMarkTTT_G,Performance: TeamRank_G,Performance: Discipline,Athlete #,Person: GUID,Person: ExternalID,Person: Surname,Person: GivenName,Person: Patronymic,Person: Representing,Athlete: DateOfBirth,Athlete: Sex,Routine type,Routine #,Frame: State,Frame: SubState,Frame: LastStartTime_G,Frame: LastFinishTime_G,Frame: SJComment,Frame: IsTeamscore,Frame: Qualification,Frame: EAPenTTT_G,Frame: ETPenTTT_G,Frame: PenaltyTT_G,Frame: EMarkTTT_G,Frame: AMarkTTT_G,Frame: DAMarkTT_G,Frame: DBMarkTT_G,Frame: DMarkTT_G,Frame: TMarkTTT_G,Frame: Rank_G,Frame: Qualification_G
1,23f61503-9a26-4875-575d-7fc7701511d0,Prova Qualificativa para o CN 1ª Divisão e Prova de Preparação de Elites 2024,Pavilhão Desportivo Municipal de Santo Tirso -  16 e 17 de março de 2024,,,,Prova Qualificativa para o CN 1ª Divisão - Iniciadas,,,IND,All-Around,1,1,TRUE,21,,,40000,30.050,0,0,0.000,99,IND,1,,0,Moreira,Leonor,,CIRM,01/01/0001,,NO APPT,1,PUBLISHED,,2024-03-17 11:01:37.3225783 +0000,2024-03-17 11:03:05.3805445 +0000,,FALSE,,3.350,2.850,0.00,7.150,6.650,0.00,0.00,2.20,16.000,20,
2,23f61503-9a26-4875-575d-7fc7701511d0,Prova Qualificativa para o CN 1ª Divisão e Prova de Preparação de Elites 2024,Pavilhão Desportivo Municipal de Santo Tirso -  16 e 17 de março de 2024,,,,Prova Qualificativa para o CN 1ª Divisão - Iniciadas,,,IND,All-Around,1,1,TRUE,21,,,40000,30.050,0,0,0.000,99,IND,1,,0,Moreira,Leonor,,CIRM,01/01/0001,,Ball,2,PUBLISHED,,2024-03-17 11:30:49.742451 +0000,2024-03-17 11:34:34.8358141 +0000,,FALSE,,4.250,4.000,0.00,6.000,5.750,1.10,1.20,2.30,14.050,21,
3,23f61503-9a26-4875-575d-7fc7701511d0,Prova Qualificativa para o CN 1ª Divisão e Prova de Preparação de Elites 2024,Pavilhão Desportivo Municipal de Santo Tirso -  16 e 17 de março de 2024,,,,Prova Qualificativa para o CN 1ª Divisão - Iniciadas,,,IND,All-Around,1,1,TRUE,21,,,40000,30.050,0,0,0.000,99,IND,1,,0,Moreira,Leonor,,CIRM,01/01/0001,,-,3,,,0001-01-01 00:00:00 +0000,0001-01-01 00:00:00 +0000,,FALSE,,0.000,0.000,0.00,0.000,0.000,0.00,0.00,0.00,0.000,1,
4,23f61503-9a26-4875-575d-7fc7701511d0,Prova Qualificativa para o CN 1ª Divisão e Prova de Preparação de Elites 2024,Pavilhão Desportivo Municipal de Santo Tirso -  16 e 17 de março de 2024,,,,Prova Qualificativa para o CN 1ª Divisão - Iniciadas,,,IND,All-Around,1,1,TRUE,21,,,40000,30.050,0,0,0.000,99,IND,1,,0,Moreira,Leonor,,CIRM,01/01/0001,,-,4,,,0001-01-01 00:00:00 +0000,0001-01-01 00:00:00 +0000,,FALSE,,0.000,0.000,0.00,0.000,0.000,0.00,0.00,0.00,0.000,1,
5,23f61503-9a26-4875-575d-7fc7701511d0,Prova Qualificativa para o CN 1ª Divisão e Prova de Preparação de Elites 2024,Pavilhão Desportivo Municipal de Santo Tirso -  16 e 17 de março de 2024,,,,Prova Qualificativa para o CN 1ª Divisão - Iniciadas,,,IND,All-Around,1,1,TRUE,21,,,40000,30.050,0,0,0.000,99,IND,1,,0,Moreira,Leonor,,CIRM,01/01/0001,,,5,,,0001-01-01 00:00:00 +0000,0001-01-01 00:00:00 +0000,,FALSE,,0.000,0.000,0.00,0.000,0.000,0.00,0.00,0.00,0.000,1,
6,23f61503-9a26-4875-575d-7fc7701511d0,Prova Qualificativa para o CN 1ª Divisão e Prova de Preparação de Elites 2024,Pavilhão Desportivo Municipal de Santo Tirso -  16 e 17 de março de 2024,,,,Prova Qualificativa para o CN 1ª Divisão - Iniciadas,,,IND,All-Around,1,1,TRUE,21,,,40000,30.050,0,0,0.000,99,IND,1,,0,Moreira,Leonor,,CIRM,01/01/0001,,,6,,,0001-01-01 00:00:00 +0000,0001-01-01 00:00:00 +0000,,FALSE,,0.000,0.000,0.00,0.000,0.000,0.00,0.00,0.00,0.000,1,
7,23f61503-9a26-4875-575d-7fc7701511d0,Prova Qualificativa para o CN 1ª Divisão e Prova de Preparação de Elites 2024,Pavilhão Desportivo Municipal de Santo Tirso -  16 e 17 de março de 2024,,,,Prova Qualificativa para o CN 1ª Divisão - Iniciadas,,,IND,All-Around,1,1,TRUE,21,,,40000,30.050,0,0,0.000,99,IND,1,,0,Moreira,Leonor,,CIRM,01/01/0001,,,7,,,0001-01-01 00:00:00 +0000,0001-01-01 00:00:00 +0000,,FALSE,,0.000,0.000,0.00,0.000,0.000,0.00,0.00,0.00,0.000,1,
8,23f61503-9a26-4875-575d-7fc7701511d0,Prova Qualificativa para o CN 1ª Divisão e Prova de Preparação de Elites 2024,Pavilhão Desportivo Municipal de Santo Tirso -  16 e 17 de março de 2024,,,,Prova Qualificativa para o CN 1ª Divisão - Iniciadas,,,IND,All-Around,1,1,TRUE,21,,,40000,30.050,0,0,0.000,99,IND,1,,0,Moreira,Leonor,,CIRM,01/01/0001,,,8,,,0001-01-01 00:00:00 +0000,0001-01-01 00:00:00 +0000,,FALSE,,0.000,0.000,0.00,0.000,0.000,0.00,0.00,0.00,0.000,1,
9,23f61503-9a26-4875-575d-7fc7701511d0,Prova Qualificativa para o CN 1ª Divisão e Prova de Preparação de Elites 2024,Pavilhão Desportivo Municipal de Santo Tirso -  16 e 17 de março de 2024,,,,Prova Qualificativa para o CN 1ª Divisão - Iniciadas,,,IND,All-Around,1,1,TRUE,21,,,40000,30.050,0,0,0.000,99,IND,1,,0,Moreira,Leonor,,CIRM,01/01/0001,,,9,,,0001-01-01 00:00:00 +0000,0001-01-01 00:00:00 +0000,,FALSE,,0.000,0.000,0.00,0.000,0.000,0.00,0.00,0.00,0.000,1,
10,23f61503-9a26-4875-575d-7fc7701511d0,Prova Qualificativa para o CN 1ª Divisão e Prova de Preparação de Elites 2024,Pavilhão Desportivo Municipal de Santo Tirso -  16 e 17 de março de 2024,,,,Prova Qualificativa para o CN 1ª Divisão - Iniciadas,,,IND,All-Around,1,1,TRUE,21,,,40000,30.050,0,0,0.000,99,IND,1,,0,Moreira,Leonor,,CIRM,01/01/0001,,,10,,,0001-01-01 00:00:00 +0000,0001-01-01 00:00:00 +0000,,FALSE,,0.000,0.000,0.00,0.000,0.000,0.00,0.00,0.00,0.000,1,
