#,Event: UUID,Event: Title,Event: Subtitle,Event: SubSubtitle,Event: InfoShort,Event: InfoLong,Competition: Title,Competition: GUID_C,Competition: SexCategory,Competition: Discipline,Stage: Kind,Group #,Group: Comment,Performance #,Performance: Ranked,Performance: Rank_G,Performance: Description,Performance: Qualification_G,Performance: QualificationCategory_G,Performance: MarkTTT_G,Performance: Team,Performance: NumberInTeam,Performance: TeamMarkTTT_G,Performance: TeamRank_G,Performance: MarkExecTTT_G,Performance: Discipline,Athlete #,Person: GUID,Person: ExternalID,Person: Surname,Person: GivenName,Person: Patronymic,Person: Representing,Athlete: DateOfBirth,Athlete: Sex,Routine type,Routine Rank,Routine #,Frame: State,Frame: SubState,Frame: LastStartTime_G,Frame: LastFinishTime_G,E1,E2,E3,E4,E5,E6,A1,A2,A3,A4,A5,A6,R1,R2,R3,R4,Frame: EMarkTTT_G,Frame: AMarkTTT_G,Frame: DMarkTTT_G,Frame: DPenTTT_G,Frame: CPenTTT_G,Frame: PenTTT_G,Frame: TExecMarkTTT_G,Frame: TMarkTTT_G
1,830a98b8-333f-446a-67c1-eea04be87c44,2024 ACR Qualification Competition #1,,,,,L6 Women's Pair,,,WP,Qualification,1,,1,TRUE,1,,,0,45.316,0,0,0.000,99,13.933,WP,1,,0,Chrulew,Jade,,West Coast,01/01/0001,,Balance,1,2,PUBLISHED,,2024-03-17 13:15:48.6973009 +0800,2024-03-17 13:18:06.4171479 +0800,7.4,7.8,7.3,7.9,,,7.7,6.8,7.0,6.7,,,,,,,7.600,6.900,1.500,0.000,0.000,0.000,7.600,23.600
2,830a98b8-333f-446a-67c1-eea04be87c44,2024 ACR Qualification Competition #1,,,,,L6 Women's Pair,,,WP,Qualification,1,,1,TRUE,1,,,0,45.316,0,0,0.000,99,13.933,WP,1,,0,Chrulew,Jade,,West Coast,01/01/0001,,Tempo,1,3,PUBLISHED,,2024-03-17 14:14:06.3760367 +0800,2024-03-17 14:14:07.3101275 +0800,7.4,,7.3,7.3,,,7.4,7.5,7.0,7.0,,,,,,,7.333,7.200,0.850,1.000,0.000,1.000,6.333,21.716
3,830a98b8-333f-446a-67c1-eea04be87c44,2024 ACR Qualification Competition #1,,,,,L6 Women's Pair,,,WP,Qualification,1,,1,TRUE,1,,,0,45.316,0,0,0.000,99,13.933,WP,2,,0,Dickerson,Audrey,,West Coast,01/01/0001,,Balance,1,2,PUBLISHED,,2024-03-17 13:15:48.6973009 +0800,2024-03-17 13:18:06.4171479 +0800,7.4,7.8,7.3,7.9,,,7.7,6.8,7.0,6.7,,,,,,,7.600,6.900,1.500,0.000,0.000,0.000,7.600,23.600
4,830a98b8-333f-446a-67c1-eea04be87c44,2024 ACR Qualification Competition #1,,,,,L6 Women's Pair,,,WP,Qualification,1,,1,TRUE,1,,,0,45.316,0,0,0.000,99,13.933,WP,2,,0,Dickerson,Audrey,,West Coast,01/01/0001,,Tempo,1,3,PUBLISHED,,2024-03-17 14:14:06.3760367 +0800,2024-03-17 14:14:07.3101275 +0800,7.4,,7.3,7.3,,,7.4,7.5,7.0,7.0,,,,,,,7.333,7.200,0.850,1.000,0.000,1.000,6.333,21.716
5,830a98b8-333f-446a-67c1-eea04be87c44,2024 ACR Qualification Competition #1,,,,,L6 Men's Pair,,,MP,Qualification,1,,1,TRUE,1,,,0,39.900,0,0,0.000,99,12.350,WP,1,,0,Deverell,Lachlan,,NDGC,01/01/0001,,Balance,1,2,PUBLISHED,,2024-03-17 13:11:30.6105372 +0800,2024-03-17 13:11:31.4733298 +0800,6.5,6.5,6.8,6.3,,,6.3,6.2,6.3,6.3,,,,,,,6.500,6.300,1.050,0.600,0.000,0.600,5.900,19.750
6,830a98b8-333f-446a-67c1-eea04be87c44,2024 ACR Qualification Competition #1,,,,,L6 Men's Pair,,,MP,Qualification,1,,1,TRUE,1,,,0,39.900,0,0,0.000,99,12.350,WP,1,,0,Deverell,Lachlan,,NDGC,01/01/0001,,Tempo,1,3,PUBLISHED,,2024-03-17 14:04:40.6075416 +0800,2024-03-17 14:04:42.8551385 +0800,7.0,6.3,6.6,6.0,,,6.1,6.4,6.0,6.1,,,,,,,6.450,6.100,1.150,0.000,0.000,0.000,6.450,20.150
7,830a98b8-333f-446a-67c1-eea04be87c44,2024 ACR Qualification Competition #1,,,,,L6 Men's Pair,,,MP,Qualification,1,,1,TRUE,1,,,0,39.900,0,0,0.000,99,12.350,WP,2,,0,Kazandzis,Ryan,,NDGC,01/01/0001,,Balance,1,2,PUBLISHED,,2024-03-17 13:11:30.6105372 +0800,2024-03-17 13:11:31.4733298 +0800,6.5,6.5,6.8,6.3,,,6.3,6.2,6.3,6.3,,,,,,,6.500,6.300,1.050,0.600,0.000,0.600,5.900,19.750
8,830a98b8-333f-446a-67c1-eea04be87c44,2024 ACR Qualification Competition #1,,,,,L6 Men's Pair,,,MP,Qualification,1,,1,TRUE,1,,,0,39.900,0,0,0.000,99,12.350,WP,2,,0,Kazandzis,Ryan,,NDGC,01/01/0001,,Tempo,1,3,PUBLISHED,,2024-03-17 14:04:40.6075416 +0800,2024-03-17 14:04:42.8551385 +0800,7.0,6.3,6.6,6.0,,,6.1,6.4,6.0,6.1,,,,,,,6.450,6.100,1.150,0.000,0.000,0.000,6.450,20.150
9,830a98b8-333f-446a-67c1-eea04be87c44,2024 ACR Qualification Competition #1,,,,,L7 Mixed Pair,,,MXP,Qualification,1,,1,TRUE,1,,,0,42.500,0,0,0.000,99,12.900,WP,1,,0,Aspden,Rebecca,,West Coast,01/01/0001,,Balance,1,2,PUBLISHED,,2024-03-17 13:20:30.3770944 +0800,2024-03-17 13:20:31.505483 +0800,6.7,6.8,6.9,6.9,,,7.3,6.3,7.0,6.3,,,,,,,6.850,6.650,1.100,0.900,0.000,0.900,5.950,20.550
10,830a98b8-333f-446a-67c1-eea04be87c44,2024 ACR Qualification Competition #1,,,,,L7 Mixed Pair,,,MXP,Qualification,1,,1,TRUE,1,,,0,42.500,0,0,0.000,99,12.900,WP,1,,0,Aspden,Rebecca,,West Coast,01/01/0001,,Tempo,1,3,PUBLISHED,,2024-03-17 14:19:04.2472628 +0800,2024-03-17 14:19:04.9340316 +0800,6.4,7.1,6.8,7.2,,,7.0,7.3,6.9,6.4,,,,,,,6.950,6.950,1.100,0.000,0.000,0.000,6.950,21.950
