#,Event: UUID,Event: Title,Event: Subtitle,Competition: Title,Competition: GUID_C,Competition: Discipline,Stage: Kind,Group #,Performance #,Performance: Ranked,Performance: Rank_G,Performance: Description,Performance: Qualification_G,Performance: MarkTTT_G,Performance: Team,Performance: NumberInTeam,Performance: TeamMarkTTT_G,Performance: TeamRank_G,Performance: Discipline,Athlete #,Person: GUID,Person: ExternalID,Person: Surname,Person: GivenName,Person: Representing,Athlete: DateOfBirth,Athlete: Sex,Routine type,Routine #,Frame: State,Frame: SubState,Frame: LastStartTime_G,Frame: LastFinishTime_G,Frame: SJComment,Frame: IsTeamscore,Frame: Qualification,Frame: EAPenTTT_G,Frame: ETPenTTT_G,Frame: PenaltyTT_G,Frame: EMarkTTT_G,Frame: AMarkTTT_G,Frame: DAMarkTT_G,Frame: DBMarkTT_G,Frame: DMarkTT_G,Frame: TMarkTTT_G,Frame: Rank_G,Frame: Qualification_G
1,1a7b4b1e-3d2a-4949-4702-b6ef26691125,"Campeonato Nacional da 2ª Divisão, I Open de Conjuntos, Encontro de Veteranas",,Juvenis,,IND,All-Around,1,1,TRUE,23,,,29.700,0,0,0.000,99,IND,1,,0,Silva,Eduarda,BFC,01/01/0001,,Hoop,1,PUBLISHED,,2023-04-02 09:17:01.6873817 +0100,2023-04-02 09:18:04.2730721 +0100,,FALSE,,4.300,3.150,0.00,6.850,5.700,1.20,0.90,2.10,14.650,25,
2,1a7b4b1e-3d2a-4949-4702-b6ef26691125,"Campeonato Nacional da 2ª Divisão, I Open de Conjuntos, Encontro de Veteranas",,Juvenis,,IND,All-Around,1,1,TRUE,23,,,29.700,0,0,0.000,99,IND,1,,0,Silva,Eduarda,BFC,01/01/0001,,Ball,2,PUBLISHED,,2023-04-02 09:54:14.4071373 +0100,2023-04-02 09:55:46.0269201 +0100,,FALSE,,3.700,3.550,0.00,6.450,6.300,1.60,0.70,2.30,15.050,22,
3,1a7b4b1e-3d2a-4949-4702-b6ef26691125,"Campeonato Nacional da 2ª Divisão, I Open de Conjuntos, Encontro de Veteranas",,Juvenis,,IND,All-Around,1,1,TRUE,23,,,29.700,0,0,0.000,99,IND,1,,0,Silva,Eduarda,BFC,01/01/0001,,-,3,,,0001-01-01 00:00:00 +0000,0001-01-01 00:00:00 +0000,,FALSE,,0.000,0.000,0.00,0.000,0.000,0.00,0.00,0.00,0.000,1,
4,1a7b4b1e-3d2a-4949-4702-b6ef26691125,"Campeonato Nacional da 2ª Divisão, I Open de Conjuntos, Encontro de Veteranas",,Juvenis,,IND,All-Around,1,1,TRUE,23,,,29.700,0,0,0.000,99,IND,1,,0,Silva,Eduarda,BFC,01/01/0001,,-,4,,,0001-01-01 00:00:00 +0000,0001-01-01 00:00:00 +0000,,FALSE,,0.000,0.000,0.00,0.000,0.000,0.00,0.00,0.00,0.000,1,
5,1a7b4b1e-3d2a-4949-4702-b6ef26691125,"Campeonato Nacional da 2ª Divisão, I Open de Conjuntos, Encontro de Veteranas",,Juvenis,,IND,All-Around,1,1,TRUE,23,,,29.700,0,0,0.000,99,IND,1,,0,Silva,Eduarda,BFC,01/01/0001,,,5,,,0001-01-01 00:00:00 +0000,0001-01-01 00:00:00 +0000,,FALSE,,0.000,0.000,0.00,0.000,0.000,0.00,0.00,0.00,0.000,1,
6,1a7b4b1e-3d2a-4949-4702-b6ef26691125,"Campeonato Nacional da 2ª Divisão, I Open de Conjuntos, Encontro de Veteranas",,Juvenis,,IND,All-Around,1,1,TRUE,23,,,29.700,0,0,0.000,99,IND,1,,0,Silva,Eduarda,BFC,01/01/0001,,,6,,,0001-01-01 00:00:00 +0000,0001-01-01 00:00:00 +0000,,FALSE,,0.000,0.000,0.00,0.000,0.000,0.00,0.00,0.00,0.000,1,
7,1a7b4b1e-3d2a-4949-4702-b6ef26691125,"Campeonato Nacional da 2ª Divisão, I Open de Conjuntos, Encontro de Veteranas",,Juvenis,,IND,All-Around,1,1,TRUE,23,,,29.700,0,0,0.000,99,IND,1,,0,Silva,Eduarda,BFC,01/01/0001,,,7,,,0001-01-01 00:00:00 +0000,0001-01-01 00:00:00 +0000,,FALSE,,0.000,0.000,0.00,0.000,0.000,0.00,0.00,0.00,0.000,1,
8,1a7b4b1e-3d2a-4949-4702-b6ef26691125,"Campeonato Nacional da 2ª Divisão, I Open de Conjuntos, Encontro de Veteranas",,Juvenis,,IND,All-Around,1,1,TRUE,23,,,29.700,0,0,0.000,99,IND,1,,0,Silva,Eduarda,BFC,01/01/0001,,,8,,,0001-01-01 00:00:00 +0000,0001-01-01 00:00:00 +0000,,FALSE,,0.000,0.000,0.00,0.000,0.000,0.00,0.00,0.00,0.000,1,
9,1a7b4b1e-3d2a-4949-4702-b6ef26691125,"Campeonato Nacional da 2ª Divisão, I Open de Conjuntos, Encontro de Veteranas",,Juvenis,,IND,All-Around,1,1,TRUE,23,,,29.700,0,0,0.000,99,IND,1,,0,Silva,Eduarda,BFC,01/01/0001,,,9,,,0001-01-01 00:00:00 +0000,0001-01-01 00:00:00 +0000,,FALSE,,0.000,0.000,0.00,0.000,0.000,0.00,0.00,0.00,0.000,1,
10,1a7b4b1e-3d2a-4949-4702-b6ef26691125,"Campeonato Nacional da 2ª Divisão, I Open de Conjuntos, Encontro de Veteranas",,Juvenis,,IND,All-Around,1,1,TRUE,23,,,29.700,0,0,0.000,99,IND,1,,0,Silva,Eduarda,BFC,01/01/0001,,,10,,,0001-01-01 00:00:00 +0000,0001-01-01 00:00:00 +0000,,FALSE,,0.000,0.000,0.00,0.000,0.000,0.00,0.00,0.00,0.000,1,
